trade_date,iskew,date,close,iskewness,ret,skewness,skew_premia
20150324,105.98110102386003,2015-03-24,2.638,-0.5981101023860035,-0.01420029895366226,-0.08675995428983405,0.5113501480961694
20150325,103.54819186319816,2015-03-25,2.604,-0.35481918631981557,-0.012888551933282755,-0.08043949815062598,0.27437968816918956
20150326,104.64557589356195,2015-03-26,2.643,-0.4645575893561954,0.014976958525345418,-0.1936553490061502,0.2709022403500452
20150327,104.6301333025568,2015-03-27,2.649,-0.46301333025568,0.002270147559591429,-0.26079531596009675,0.20221801429558323
20150330,111.1525819359106,2015-03-30,2.74,-1.1152581935910604,0.03435258588146484,-0.24431920350406863,0.8709389900869917
20150331,104.94147418700086,2015-03-31,2.707,-0.4941474187000864,-0.012043795620438114,0.10358953134974909,0.5977369500498355
20150401,107.57190847215004,2015-04-01,2.753,-0.7571908472150042,0.016992981159955844,-0.05924179953436161,0.6979490476806426
20150402,106.68696135836818,2015-04-02,2.739,-0.668696135836818,-0.005085361423901258,-0.05581080778171731,0.6128853280551007
20150403,108.10005638990204,2015-04-03,2.773,-0.8100056389902036,0.01241328952172327,-0.15931144113378917,0.6506941978564145
20150407,114.53794271814768,2015-04-07,2.842,-1.4537942718147676,0.0248827984132709,-0.15910150561518657,1.294692766199581
20150408,111.25991632329078,2015-04-08,2.898,-1.1259916323290782,0.019704433497536922,-0.30943625021336946,0.8165553821157088
20150409,107.67732740514914,2015-04-09,2.877,-0.7677327405149142,-0.007246376811594346,-0.22014366344384115,0.5475890770710731
20150410,112.06843796094068,2015-04-10,2.936,-1.2068437960940686,0.020507473062217674,-0.2793079458682608,0.9275358502258078
20150413,107.28030903893855,2015-04-13,2.991,-0.7280309038938555,0.018732970027248053,-0.43294999281957725,0.29508091107427825
20150414,103.42534577340751,2015-04-14,2.999,-0.34253457734075143,0.0026746907388832675,-0.27034673875665977,0.07218783858409167
20150415,104.24687985830742,2015-04-15,3.011,-0.4246879858307423,0.004001333777925886,-0.17039863293558535,0.254289352895157
20150416,111.4041417539957,2015-04-16,3.145,-1.1404141753995702,0.04450348721355035,0.23010612491529497,1.3705203003148652
20150417,109.48406626850333,2015-04-17,3.185,-0.9484066268503326,0.012718600953895098,0.12237920987480243,1.070785836725135
20150420,101.55639161995246,2015-04-20,3.103,-0.1556391619952464,-0.025745682888539956,-0.008013974956449402,0.147625187038797
20150421,103.9239963224966,2015-04-21,3.141,-0.3923996322496606,0.012246213341927215,0.019954302878358816,0.41235393512801943
20150422,107.26110339905443,2015-04-22,3.241,-0.7261103399054434,0.031836994587711054,-0.15393140848188977,0.5721789314235536
20150423,106.22106741325396,2015-04-23,3.212,-0.6221067413253962,-0.008947855600123344,-0.13694207209388154,0.4851646692315147
20150424,104.74942611808908,2015-04-24,3.171,-0.4749426118089076,-0.012764632627646488,0.006282493113603668,0.4812251049225113
20150427,108.3101793232756,2015-04-27,3.255,-0.8310179323275605,0.026490066225165698,-0.16322850415278697,0.6677894281747735
20150428,104.48218733505202,2015-04-28,3.228,-0.4482187335052018,-0.008294930875575979,0.016570416859984855,0.46478915036518664
20150429,105.06413179505176,2015-04-29,3.22,-0.5064131795051765,-0.0024783147459727095,0.006730778913468014,0.5131439584186445
20150430,103.9768038987158,2015-04-30,3.198,-0.39768038987158005,-0.006832298136645987,0.18518573961861826,0.5828661294901983
20150504,104.88765526870276,2015-05-04,3.211,-0.48876552687027586,0.004065040650406582,0.12748525606522504,0.6162507829355008
20150505,101.89670991829826,2015-05-05,3.096,-0.18967099182982566,-0.03581438804110859,-0.13809300681152417,0.05157798501830149
20150506,100.46005132243516,2015-05-06,3.083,-0.0460051322435163,-0.004198966408268667,0.03867958738544948,0.08468471962896579
20150507,99.76831472067676,2015-05-07,3.045,0.023168527932324424,-0.012325656827765208,0.24825583430371023,0.2250873063713858
20150508,99.82367343174664,2015-05-08,3.055,0.01763265682533586,0.003284072249589487,0.1707642473093571,0.15313159048402125
20150511,100.8511037190904,2015-05-11,3.11,-0.08511037190904033,0.018003273322422242,0.17943085088731126,0.2645412227963516
20150512,102.46455861069737,2015-05-12,3.129,-0.24645586106973666,0.006109324758842405,0.2674677583759322,0.5139236194456689
20150513,101.643806331299,2015-05-13,3.084,-0.1643806331299004,-0.014381591562799612,0.3611934286816912,0.5255740618115916
20150514,103.21221274095063,2015-05-14,3.073,-0.32122127409506335,-0.003566796368352776,0.4240273206217256,0.745248594716789
20150515,101.05112310361469,2015-05-15,3.006,-0.10511231036146854,-0.021802798568174464,0.16688934461228125,0.2720016549737498
20150518,98.86921776673628,2015-05-18,2.946,0.11307822332637159,-0.019960079840319223,0.3797918115182651,0.2667135881918935
20150519,101.94226463540268,2015-05-19,3.066,-0.19422646354026796,0.04073319755600813,0.5359552102304278,0.7301816737706958
20150520,100.0890756167808,2015-05-20,3.066,-0.008907561678080355,0.0,0.6473286173977264,0.6562361790758068
20150521,102.0647441634274,2015-05-21,3.104,-0.2064744163427406,0.012393998695368724,0.6263405618655595,0.8328149782083001
20150522,105.2730690301977,2015-05-22,3.199,-0.5273069030197703,0.030605670103092786,0.45735574932687084,0.9846626523466412
20150525,109.88850458965403,2015-05-25,3.303,-0.9888504589654034,0.03251015942482027,0.2782424496891795,1.2670929086545828
20150526,110.82257589248032,2015-05-26,3.32,-1.0822575892480315,0.0051468362095064,0.38160651778318483,1.4638641070312164
20150527,110.29216785416205,2015-05-27,3.285,-1.0292167854162044,-0.010542168674698704,0.3909503765375157,1.4201671619537202
20150528,100.0901580705085,2015-05-28,3.079,-0.00901580705084939,-0.0627092846270928,-0.496828609756332,-0.4878128027054826
20150529,100.44910440503642,2015-05-29,3.066,-0.044910440503642235,-0.004222150048717177,-0.5159696767391261,-0.47105923623548385
20150601,102.13722227355,2015-06-01,3.198,-0.21372222735499946,0.04305283757338563,-0.3496949801954563,-0.13597275284045685
20150602,102.91598642266572,2015-06-02,3.209,-0.2915986422665725,0.0034396497811133298,-0.4963068366422686,-0.2047081943756961
20150603,100.91915442489608,2015-06-03,3.191,-0.09191544248960781,-0.005609224057338769,-0.4862250112380563,-0.39430956874844847
20150604,104.22774769686472,2015-06-04,3.259,-0.4227747696864725,0.02130993418990923,-0.6679171264286379,-0.2451423567421654
20150605,104.1302746253919,2015-06-05,3.254,-0.41302746253919054,-0.0015342129487572187,-0.6335185990163094,-0.22049113647711882
20150608,111.10737924591209,2015-06-08,3.427,-1.1107379245912086,0.05316533497234177,-0.34250043318373424,0.7682374914074743
20150609,104.6280002503156,2015-06-09,3.361,-0.4628000250315594,-0.0192588269623577,-0.20945569790823926,0.25334432712332017
20150610,102.91502990152856,2015-06-10,3.32,-0.2915029901528555,-0.012198750371913203,-0.2188640490708014,0.07263894108205413
20150611,101.13608510937364,2015-06-11,3.3,-0.11360851093736386,-0.0060240963855421326,-0.2045448508286303,-0.09093633989126644
20150612,101.56332877950597,2015-06-12,3.313,-0.15633287795059658,0.003939393939394131,-0.3290469674213797,-0.1727140894707831
20150615,99.08858698712513,2015-06-15,3.216,0.0911413012874874,-0.02927859945668576,-0.32566751179485537,-0.41680881308234274
20150616,94.72161051129105,2015-06-16,3.148,0.5278389488708953,-0.021144278606965217,-0.16706097105551165,-0.694899919926407
20150617,94.89992537540714,2015-06-17,3.175,0.5100074624592864,0.008576874205844964,-0.2192914870387907,-0.729298949498077
20150618,88.30547448475443,2015-06-18,3.042,1.1694525515245573,-0.04188976377952758,-0.08788137334098291,-1.2573339248655402
20150619,82.75554519717423,2015-06-19,2.874,1.724445480282577,-0.05522682445759364,-0.025306954234782325,-1.7497524345173594
20150623,94.30750904773193,2015-06-23,2.976,0.5692490952268073,0.035490605427974886,-0.011399872797343205,-0.5806489680241506
20150624,94.93753124614456,2015-06-24,3.018,0.5062468753855441,0.014112903225806495,-0.04848850848089428,-0.5547353838664384
20150625,91.6397992194486,2015-06-25,2.919,0.8360200780551394,-0.03280318091451284,0.02921506362035602,-0.8068050144347835
20150629,84.93216098953894,2015-06-29,2.66,1.5067839010461057,-0.08872901678657075,-0.44987894308196746,-1.9566628441280731
20150630,93.84956359409549,2015-06-30,2.851,0.6150436405904515,0.07180451127819532,-0.12862655724156444,-0.7436701978320159
20150701,89.4952410730998,2015-07-01,2.728,1.0504758926900195,-0.04314275692739378,0.06912223773743129,-0.9813536549525882
20150702,88.19661258953646,2015-07-02,2.684,1.1803387410463544,-0.016129032258064502,0.15468453069162047,-1.025654210354734
20150703,82.4143689253639,2015-07-03,2.579,1.7585631074636097,-0.039120715350223545,0.26295040330869185,-1.4956127041549179
20150706,92.57830851525355,2015-07-06,2.742,0.7421691484746447,0.06320279177975952,0.3509247405778566,-0.39124440789678805
20150707,95.29576847779047,2015-07-07,2.79,0.47042315222095255,0.017505470459518557,0.27768806615496266,-0.19273508606598988
20150709,94.68286032000243,2015-07-09,2.792,0.5317139679997567,0.0007168458781361409,0.34189927418162175,-0.18981469381813493
20150710,99.20260351936784,2015-07-10,2.905,0.0797396480632159,0.040472779369627565,0.17040166273523405,0.09066201467201815
20150713,99.19403924010452,2015-07-13,2.862,0.0805960759895484,-0.014802065404474929,0.1805409937628674,0.09994491777331899
20150714,94.25696581342416,2015-07-14,2.762,0.574303418657584,-0.034940600978336844,0.2728005915732488,-0.30150282708433523
20150715,90.47361486934544,2015-07-15,2.749,0.952638513065456,-0.004706734250543021,0.3085828020654457,-0.6440557110000102
20150716,91.82755662255876,2015-07-16,2.74,0.8172443377441241,-0.003273917788286562,0.21580081861370048,-0.6014435191304236
20150717,96.51883769911494,2015-07-17,2.803,0.348116230088506,0.022992700729926874,0.0548723013234376,-0.2932439287650684
20150720,92.31279875101916,2015-07-20,2.777,0.7687201248980842,-0.009275775954334597,0.1263591365304541,-0.64236098836763
20150721,92.47959748420826,2015-07-21,2.768,0.7520402515791744,-0.0032409074540872274,0.01634349105209684,-0.7356967605270776
20150722,90.73072319495245,2015-07-22,2.737,0.9269276805047554,-0.011199421965317757,-0.030771817855470927,-0.9576994983602263
20150723,96.80502986507484,2015-07-23,2.794,0.3194970134925157,0.020825721592985014,-0.012051975078822644,-0.33154898857133835
20150724,91.94121810139796,2015-07-24,2.745,0.8058781898602035,-0.017537580529706442,0.12062366514706888,-0.6852545247131346
20150728,86.38071011211491,2015-07-28,2.484,1.3619289887885089,-0.09508196721311479,-0.24331765693892007,-1.605246645727429
20150729,90.78838278428172,2015-07-29,2.534,0.9211617215718277,0.02012882447665043,-0.208889787631823,-1.1300515092036507
20150731,86.6122262713354,2015-07-31,2.462,1.3387773728664598,-0.02841357537490119,-0.4146892698834261,-1.753466642749886
20150803,86.24721237230503,2015-08-03,2.478,1.3752787627694971,0.006498781478472715,-0.6226439402245856,-1.9979227029940827
20150804,92.79841182703824,2015-08-04,2.54,0.7201588172961764,0.025020177562550483,-0.7584992962087643,-1.4786581135049408
20150805,89.86186313100848,2015-08-05,2.491,1.0138136868991523,-0.019291338582677175,-0.8456991405559003,-1.8595128274550525
20150806,89.50635130184037,2015-08-06,2.471,1.0493648698159632,-0.008028904054596553,-1.4568182389465032,-2.5061831087624666
20150807,92.46245248897564,2015-08-07,2.504,0.7537547511024357,0.013354917037636582,-1.468969259590546,-2.2227240106929815
20150810,97.38195476913435,2015-08-10,2.616,0.2618045230865647,0.04472843450479247,-1.1839641093052828,-1.4457686323918475
20150811,96.45520572624834,2015-08-11,2.59,0.35447942737516625,-0.00993883792048944,-1.3100518026062764,-1.6645312299814425
20150812,95.87742324286792,2015-08-12,2.564,0.41225767571320804,-0.010038610038609952,-1.344124911869333,-1.7563825875825412
20150813,96.6900705510647,2015-08-13,2.576,0.3309929448935307,0.004680187207488196,-1.6254484998150713,-1.956441444708602
20150814,97.53478611909374,2015-08-14,2.575,0.2465213880906262,-0.00038819875776396895,-1.6503152052178207,-1.896836593308447
20150817,94.77424920950926,2015-08-17,2.548,0.5225750790490735,-0.010485436893203914,-1.5998886075849474,-2.122463686634021
20150818,87.03848032418354,2015-08-18,2.41,1.2961519675816462,-0.05416012558869698,-1.274828030648411,-2.570979998230057
20150819,91.33525443212017,2015-08-19,2.427,0.8664745567879834,0.007053941908713668,-1.3392669873485992,-2.2057415441365826
20150826,82.49539489943474,2015-08-26,1.946,1.7504605100565258,-0.19818706221672855,-2.519018696097112,-4.269479206153638
20150827,94.22165958708725,2015-08-27,2.11,0.5778340412912755,0.08427543679342242,-1.9131233664397467,-2.490957407731022
20150828,97.12645121520536,2015-08-28,2.168,0.2873548784794636,0.027488151658767945,-1.902951777399727,-2.1903066558791906
20150831,97.77754061405932,2015-08-31,2.209,0.2222459385940681,0.018911439114391193,-1.965090869553965,-2.187336808148033
20150901,97.43901959020738,2015-09-01,2.228,0.25609804097926203,0.00860117700316887,-2.4683188303064973,-2.7244168712857593
20150902,98.02375694960448,2015-09-02,2.236,0.19762430503955244,0.0035906642728904536,-2.458415962621478,-2.6560402676610306
20150907,98.74473658542225,2015-09-07,2.14,0.12552634145777547,-0.0429338103756709,-2.370528579631174,-2.4960549210889496
20150908,101.24646280216425,2015-09-08,2.177,-0.12464628021642454,0.0172897196261681,-2.3765561525732606,-2.251909872356836
20150909,102.63095837407587,2015-09-09,2.209,-0.2630958374075874,0.014699127239320209,-2.38526477367237,-2.1221689362647824
20150910,102.26789389440653,2015-09-10,2.206,-0.22678938944065266,-0.0013580805794477513,-2.452194862878734,-2.225405473438081
20150911,102.59045125423393,2015-09-11,2.193,-0.25904512542339264,-0.005893019038984537,-2.459497078326527,-2.2004519529031343
20150914,102.6554374431176,2015-09-14,2.223,-0.2655437443117606,0.013679890560875485,-2.4596042027785106,-2.19406045846675
20150915,102.54285964045012,2015-09-15,2.167,-0.2542859640450118,-0.025191183085919944,-2.4463799691085346,-2.192094005063523
20150916,111.54762648320514,2015-09-16,2.242,-1.1547626483205136,0.034610059990770825,-2.442018919487641,-1.2872562711671276
20150917,108.136244187513,2015-09-17,2.198,-0.8136244187513,-0.019625334522747617,-2.4018249561999507,-1.5882005374486508
20150918,106.80098657084515,2015-09-18,2.198,-0.6800986570845154,0.0,-2.3929992897329155,-1.7129006326484002
20150921,106.58120475350512,2015-09-21,2.212,-0.6581204753505119,0.006369426751592355,-2.405107284122342,-1.7469868087718303
20150922,107.3032648756085,2015-09-22,2.237,-0.7303264875608505,0.011301989150090286,-2.453680247799042,-1.7233537602381914
20150923,103.41402077734584,2015-09-23,2.18,-0.341402077734584,-0.02548055431381313,-2.643414699313496,-2.302012621578912
20150924,105.0207825835928,2015-09-24,2.187,-0.5020782583592804,0.0032110091743118296,-2.6366804060297895,-2.134602147670509
20150925,103.75406901625917,2015-09-25,2.171,-0.3754069016259166,-0.007315957933241912,1.0255927935369151,1.4009996951628318
20150928,101.41970761955923,2015-09-28,2.174,-0.1419707619559233,0.0013818516812529325,-0.6159318613037437,-0.4739610993478204
20150929,100.24053574471716,2015-09-29,2.127,-0.02405357447171639,-0.021619135234590692,-0.4788829526951025,-0.4548293782233861
20150930,103.4170005275492,2015-09-30,2.147,-0.3417000527549206,0.009402914903620108,-0.4890123650231622,-0.1473123122682416
20151008,103.81937610501592,2015-10-08,2.196,-0.381937610501592,0.022822543083372393,-0.4510917598189703,-0.06915414931737834
20151009,104.90466984674735,2015-10-09,2.221,-0.4904669846747353,0.011384335154826841,-0.49355474035013275,-0.00308775567539743
20151012,111.94441325386504,2015-10-12,2.288,-1.1944413253865036,0.030166591625393924,-0.1765011071634813,1.0179402182230224
20151013,104.92046263353862,2015-10-13,2.279,-0.4920462633538619,-0.003933566433566349,-0.012437286952968007,0.4796089764008939
20151014,104.62862033600884,2015-10-14,2.258,-0.4628620336008836,-0.009214567792891537,0.1812883660956582,0.6441503996965419
20151015,107.54127621116116,2015-10-15,2.304,-0.7541276211161161,0.020372010628874948,0.035271840744142975,0.7893994618602591
20151016,107.38290763589696,2015-10-16,2.322,-0.7382907635896956,0.0078125,-0.08721857211136094,0.6510721914783346
20151019,105.36790551414536,2015-10-19,2.32,-0.5367905514145364,-0.0008613264427218548,0.03600727328802043,0.5727978247025568
20151020,105.09704283052362,2015-10-20,2.341,-0.5097042830523619,0.009051724137931094,-0.016186692982478552,0.4935175900698834
20151021,102.45286805627956,2015-10-21,2.32,-0.24528680562795557,-0.008970525416488795,-0.0992353683278799,0.1460514373000757
20151022,104.9665166429673,2015-10-22,2.333,-0.49665166429673063,0.005603448275862233,-0.20301001762653131,0.2936416466701993
20151023,105.13979416027938,2015-10-23,2.35,-0.513979416027938,0.0072867552507500655,-0.2885988529791448,0.22538056304879317
20151026,105.12395415752007,2015-10-26,2.35,-0.5123954157520074,0.0,-0.2126763662522185,0.2997190494997889
20151027,104.78852472016914,2015-10-27,2.348,-0.47885247201691356,-0.0008510638297872797,-0.08337750335911852,0.395474968657795
20151028,102.2006163700888,2015-10-28,2.308,-0.22006163700887954,-0.017035775127768327,0.1911875010297724,0.41124913803865193
20151029,101.82900426236051,2015-10-29,2.311,-0.18290042623605132,0.0012998266897747968,0.2156734410067714,0.39857386724282273
20151030,102.33372541540923,2015-10-30,2.31,-0.23337254154092335,-0.0004327131112071836,0.1643910148232977,0.39776355636422106
20151102,100.36235221340242,2015-11-02,2.283,-0.03623522134024171,-0.011688311688311748,0.22948963823174706,0.26572485957198877
20151103,99.97264116655086,2015-11-03,2.272,0.002735883344914214,-0.004818221638195452,0.5396577126373572,0.5369218292924429
20151104,105.23283893743152,2015-11-04,2.386,-0.5232838937431523,0.05017605633802824,1.3026499704383363,1.8259338641814886
20151105,106.40969735836669,2015-11-05,2.445,-0.6409697358366685,0.02472757753562438,1.2824354572342285,1.9234051930708969
20151106,107.41541820775748,2015-11-06,2.499,-0.7415418207757483,0.022085889570552242,1.1436999993283088,1.885241820104057
20151109,104.54191507384296,2015-11-09,2.532,-0.4541915073842958,0.013205282112844996,1.32225020788966,1.7764417152739558
20151110,101.26792040155986,2015-11-10,2.521,-0.12679204015598627,-0.004344391785150115,1.3216344815446062,1.4484265217005925
20151111,99.64114011939508,2015-11-11,2.504,0.03588598806049248,-0.006743355811186014,1.3446638802552078,1.3087778921947153
20151112,97.16556675449988,2015-11-12,2.47,0.2834433245500122,-0.013578274760383313,1.520127958648542,1.23668463409853
20151113,97.39338363647876,2015-11-13,2.444,0.260661636352124,-0.010526315789473828,1.5920290858181911,1.3313674494660672
20151116,97.45431331206424,2015-11-16,2.449,0.25456866879357565,0.0020458265139116083,1.5682608137895988,1.3136921449960233
20151117,98.26920355967847,2015-11-17,2.45,0.17307964403215265,0.00040832993058415035,1.674950293596782,1.5018706495646292
20151118,98.11506618393824,2015-11-18,2.438,0.18849338160617607,-0.004897959183673528,1.690389690117632,1.501896308511456
20151119,99.7240694070739,2015-11-19,2.471,0.02759305929261018,0.013535684987694863,1.5677644369710646,1.5401713776784545
20151120,100.48881952394318,2015-11-20,2.459,-0.04888195239431781,-0.004856333468231444,1.6699967243422935,1.7188786767366113
20151123,102.95494336606195,2015-11-23,2.45,-0.2954943366061954,-0.0036600244001626647,1.6896164894552115,1.985110826061407
20151124,101.9216234830116,2015-11-24,2.444,-0.19216234830116008,-0.002448979591836875,1.6988941227301977,1.8910564710313578
20151125,100.93089446427818,2015-11-25,2.454,-0.09308944642781825,0.004091653027823439,1.8132381523689478,1.906327598796766
20151126,99.63780581379702,2015-11-26,2.447,0.03621941862029843,-0.002852485737571353,1.8354575687624592,1.7992381501421608
20151130,99.65682774452216,2015-11-30,2.329,0.034317225547783894,-0.048222313036371034,0.22595570790271446,0.19163848235493058
20151201,99.48149184535386,2015-12-01,2.339,0.05185081546461419,0.004293688278230956,0.10872924470680294,0.05687842924218875
20151202,100.74255850160478,2015-12-02,2.462,-0.07425585016047762,0.05258657545959822,0.3716648625153357,0.44592071267581335
20151203,100.76680554603004,2015-12-03,2.46,-0.07668055460300423,-0.0008123476848092004,0.20067367192221935,0.27735422652522357
20151204,98.60032426111492,2015-12-04,2.398,0.13996757388850795,-0.025203252032520274,0.37265696926509534,0.2326893953765874
20151207,97.4358612069902,2015-12-07,2.39,0.25641387930098036,-0.0033361134278565574,0.5394807050916405,0.2830668257906601
20151208,96.94131630499952,2015-12-08,2.366,0.30586836950004825,-0.010041841004184149,0.7387496307939873,0.432881261293939
20151209,98.54115409873764,2015-12-09,2.369,0.14588459012623645,0.001267962806424494,0.6852342706367048,0.5393496805104684
20151210,98.27476523428908,2015-12-10,2.355,0.17252347657109227,-0.0059096665259603665,0.6788064239324787,0.5062829473613865
20151211,96.79796462863594,2015-12-11,2.344,0.32020353713640615,-0.004670912951167727,0.6275341207847285,0.30733058364832233
20151214,99.89760628886997,2015-12-14,2.415,0.010239371113003415,0.030290102389078477,0.4442509050612814,0.43401153394827796
20151215,96.70648712933006,2015-12-15,2.382,0.3293512870669943,-0.013664596273291862,0.5456146807979378,0.21626339373094355
20151216,97.21300673420517,2015-12-16,2.372,0.2786993265794834,-0.004198152812762479,0.5840246903581955,0.3053253637787121
20151217,99.16122430403976,2015-12-17,2.401,0.0838775695960237,0.012225969645868418,0.4404498506822944,0.3565722810862707
20151218,100.7114279169619,2015-12-18,2.422,-0.07114279169618953,0.008746355685131268,0.4759218674322917,0.5470646591284812
20151221,106.75025897320673,2015-12-21,2.499,-0.6750258973206726,0.03179190751445082,0.32371988157699894,0.9987457788976716
20151222,104.00822759068824,2015-12-22,2.49,-0.4008227590688236,-0.0036014405762304635,0.3233087933218166,0.7241315523906402
20151223,105.02476785735443,2015-12-23,2.499,-0.5024767857354433,0.0036144578313253017,0.2757199726662429,0.7781967584016862
20151224,105.00845149140476,2015-12-24,2.478,-0.5008451491404756,-0.008403361344537785,0.36512986307449075,0.8659750122149663
20151225,105.89191417480352,2015-12-25,2.486,-0.5891914174803518,0.0032284100080710587,0.3177243368242387,0.9069157543045905
20151228,100.01087696799657,2015-12-28,2.412,-0.0010876967996566122,-0.0297666934835078,1.0318445771614417,1.0329322739610984
20151229,100.16290873350556,2015-12-29,2.432,-0.016290873350556012,0.008291873963515828,0.9913019284622601,1.007592801812816
20151230,99.69268684950524,2015-12-30,2.424,0.030731315049476394,-0.003289473684210509,0.43262143990399815,0.40189012485452175
20151231,99.20301453560984,2015-12-31,2.416,0.07969854643901612,-0.0033003300330033403,0.45907002242159906,0.3793714759825829
20160105,90.12719288830364,2016-01-05,2.286,0.987280711169636,-0.053807947019867464,-0.762374074602488,-1.7496547857721239
20160106,92.52080091959564,2016-01-06,2.317,0.7479199080404356,0.013560804899387602,-0.837997435044886,-1.5859173430853217
20160108,92.0912582128776,2016-01-08,2.219,0.7908741787122395,-0.04229607250755296,-0.7960160609301947,-1.5868902396424343
20160112,90.07680426887453,2016-01-12,2.131,0.9923195731125475,-0.03965750337990093,-0.5979845507350661,-1.5903041238476137
20160113,88.46820982428729,2016-01-13,2.112,1.1531790175712715,-0.008916001877052881,-0.5745041258475054,-1.727683143418777
20160114,94.39020405785509,2016-01-14,2.131,0.5609795942144913,0.008996212121211933,-0.6440063293403165,-1.204985923554808
20160115,87.82867406784685,2016-01-15,2.07,1.2171325932153152,-0.0286250586579071,-0.6029976989069826,-1.8201302921222977
20160118,91.7267463933298,2016-01-18,2.07,0.8273253606670196,0.0,-0.7040177551757483,-1.531343115842768
20160119,94.96044435872274,2016-01-19,2.13,0.503955564127726,0.02898550724637694,-0.6016405334986827,-1.1055960976264088
20160120,90.23913460791134,2016-01-20,2.091,0.9760865392088661,-0.018309859154929442,-0.43104151786491074,-1.407128057073777
20160121,86.5959056462323,2016-01-21,2.043,1.3404094353767704,-0.022955523672883782,-0.2395975305756091,-1.5800069659523794
20160122,90.7784962649393,2016-01-22,2.067,0.9221503735060693,0.011747430249632984,-0.4736417134330522,-1.3957920869391216
20160125,91.33501350463564,2016-01-25,2.065,0.866498649536436,-0.0009675858732464127,-0.4889123446262096,-1.3554109941626455
20160127,88.4506176439059,2016-01-27,1.957,1.15493823560941,-0.052300242130750574,-0.3657350841287572,-1.5206733197381672
20160128,86.14185085852569,2016-01-28,1.915,1.3858149141474314,-0.02146142054164535,-0.27271838504622004,-1.6585332991936514
20160129,95.74528085888358,2016-01-29,1.975,0.4254719141116425,0.031331592689294974,-0.10656183657462492,-0.5320337506862673
20160201,93.63293675066056,2016-02-01,1.942,0.6367063249339437,-0.016708860759493738,-0.1747592102379002,-0.8114655351718439
20160202,95.50395435756386,2016-02-02,1.975,0.4496045642436144,0.016992790937178315,-0.17183577983958626,-0.6214403440832006
20160203,94.94047825107349,2016-02-03,1.953,0.5059521748926514,-0.011139240506329084,-0.12186463744598496,-0.6278168123386364
20160204,96.9290317562392,2016-02-04,1.978,0.3070968243760802,0.012800819252432039,-0.17728659890667106,-0.4843834232827513
20160205,95.4485867663866,2016-02-05,1.968,0.4551413233613403,-0.005055611729019249,-0.1864348662689553,-0.6415761896302956
20160215,91.81554400015548,2016-02-15,1.949,0.8184455999844517,-0.009654471544715437,-0.07376987946800516,-0.8922154794524568
20160216,96.51628615521338,2016-02-16,2.001,0.3483713844786621,0.0266803488968701,-0.17511146108312264,-0.5234828455617848
20160217,96.80068060452876,2016-02-17,2.013,0.3199319395471235,0.0059970014992503096,-0.3088834174411171,-0.6288153569882406
20160218,96.7373548569172,2016-02-18,2.011,0.3262645143082807,-0.0009935419771484044,-0.37178167553439306,-0.6980461898426737
20160219,96.73121789154864,2016-02-19,2.006,0.32687821084513613,-0.0024863252113378476,-0.2985127623847356,-0.6253909732298717
