trade_date,ivix,date,close,ret,rv,vrp
20150916,33.153493947956406,2015-09-16,2.242,3.4610059990770825,58.12108790008208,24.967593952125675
20150917,34.01712060506844,2015-09-17,2.198,-1.9625334522747617,58.380048906848586,24.362928301780144
20150918,34.80422859758612,2015-09-18,2.198,0.0,58.35110433838967,23.54687574080355
20150921,34.99324885150022,2015-09-21,2.212,0.6369426751592355,57.948392578743935,22.955143727243716
20150922,31.88775877540654,2015-09-22,2.237,1.1301989150090286,57.7794300734717,25.891671298065162
20150923,34.4727450746624,2015-09-23,2.18,-2.548055431381313,58.18286833287705,23.71012325821465
20150924,36.55475711363124,2015-09-24,2.187,0.32110091743118296,58.06722577416401,21.512468660532768
20150925,32.96475139255313,2015-09-25,2.171,-0.7315957933241912,56.710086757879786,23.745335365326653
20150928,28.40255368593343,2015-09-28,2.174,0.13818516812529325,56.64171838208116,28.23916469614773
20150929,27.41996439652216,2015-09-29,2.127,-2.161913523459069,56.90002923213423,29.48006483561207
20150930,27.169912800492828,2015-09-30,2.147,0.9402914903620108,56.94676618675319,29.77685338626036
20151008,27.418979149366876,2015-10-08,2.196,2.2822543083372393,57.31135665023194,29.892377500865067
20151009,25.85573398133045,2015-10-09,2.221,1.1384335154826841,57.32507563968991,31.469341658359465
20151012,24.54690703030503,2015-10-12,2.288,3.0166591625393924,55.895443649880434,31.348536619575405
20151013,28.02706059709455,2015-10-13,2.279,-0.3933566433566349,55.87090305956957,27.84384246247502
20151014,27.69222027809738,2015-10-14,2.258,-0.9214567792891537,55.40026252782889,27.708042249731513
20151015,25.586257807450657,2015-10-15,2.304,2.037201062887495,54.715298688342905,29.129040880892248
20151016,25.369788991774417,2015-10-16,2.322,0.78125,36.52739214503202,11.1576031532576
20151019,26.416717234157844,2015-10-19,2.32,-0.08613264427218548,27.678905105485114,1.2621878713272707
20151020,26.972245431585563,2015-10-20,2.341,0.9051724137931094,26.68761147234335,-0.284633959242214
20151021,26.576759097257103,2015-10-21,2.32,-0.8970525416488795,26.268894720722376,-0.3078643765347273
20151022,26.28271163214848,2015-10-22,2.333,0.5603448275862233,26.203974904346662,-0.07873672780181806
20151023,25.864625765220072,2015-10-23,2.35,0.7286755250750065,26.26527394414015,0.4006481789200791
20151026,28.724371820907585,2015-10-26,2.35,0.0,23.289475079760862,-5.434896741146723
20151027,27.39095574062703,2015-10-27,2.348,-0.08510638297872797,22.771535782245163,-4.619419958381869
20151028,28.144880669327254,2015-10-28,2.308,-1.7035775127768327,22.901421468777105,-5.243459200550149
20151029,28.32437020468612,2015-10-29,2.311,0.12998266897747968,22.90115103254898,-5.423219172137138
20151030,25.8307855059021,2015-10-30,2.31,-0.04327131112071836,22.840741756673342,-2.9900437492287573
20151102,26.82335947572553,2015-11-02,2.283,-1.1688311688311748,22.752091375174476,-4.071268100551052
20151103,26.98464418703061,2015-11-03,2.272,-0.48182216381954523,21.65057103873253,-5.334073148298081
20151104,26.63265829821864,2015-11-04,2.386,5.017605633802824,23.965175911496704,-2.667482386721936
20151105,29.039504211663804,2015-11-05,2.445,2.472757753562438,24.339958983552687,-4.699545228111116
20151106,29.30225298584206,2015-11-06,2.499,2.208588957055224,25.128798713246074,-4.173454272595986
20151109,38.96474021009149,2015-11-09,2.532,1.3205282112844996,25.34090201736535,-13.62383819272614
20151110,40.26595257118967,2015-11-10,2.521,-0.43443917851501146,25.168480636550967,-15.097471934638705
20151111,36.96627571461863,2015-11-11,2.504,-0.6743355811186014,24.1898646856283,-12.776411028990331
20151112,36.06496443479943,2015-11-12,2.47,-1.3578274760383313,24.475993764361906,-11.588970670437522
20151113,35.14209878233122,2015-11-13,2.444,-1.0526315789473828,24.56942566366955,-10.572673118661669
20151116,35.857110167587024,2015-11-16,2.449,0.20458265139116083,24.573130626907663,-11.283979540679361
20151117,35.21110887573711,2015-11-17,2.45,0.040832993058415035,23.80044383641453,-11.41066503932258
20151118,35.093255959036064,2015-11-18,2.438,-0.4897959183673528,23.691921459618662,-11.401334499417402
20151119,33.81623965903153,2015-11-19,2.471,1.3535684987694863,23.114818754907787,-10.701420904123744
20151120,31.734528764988607,2015-11-20,2.459,-0.4856333468231444,22.930619640542115,-8.803909124446491
20151123,30.687314556274917,2015-11-23,2.45,-0.3660024400162665,21.30922615592917,-9.378088400345746
20151124,29.24840843054895,2015-11-24,2.444,-0.2448979591836875,21.291432170167703,-7.956976260381246
20151125,29.73867274897003,2015-11-25,2.454,0.40916530278234386,21.16298072219687,-8.575692026773158
20151126,26.96764891406793,2015-11-26,2.447,-0.2852485737571353,20.37943035694768,-6.58821855712025
20151127,31.00135073866065,2015-11-27,2.318,-5.271761340416836,25.154922186645475,-5.846428552015176
20151130,31.29781749333541,2015-11-30,2.329,0.4745470232959459,25.18952795459785,-6.108289538737559
20151201,30.622266590930877,2015-12-01,2.339,0.4293688278230956,25.088493029840983,-5.533773561089895
20151202,29.02679339176505,2015-12-02,2.462,5.258657545959822,29.055510491023753,0.028717099258702916
20151203,29.34467995325515,2015-12-03,2.46,-0.08123476848092004,29.013162392067006,-0.3315175611881429
20151204,29.06916485905849,2015-12-04,2.398,-2.5203252032520274,29.804901624781177,0.7357367657226881
20151207,28.0925772245358,2015-12-07,2.39,-0.33361134278565574,29.81983455834666,1.7272573338108614
20151208,27.72374452044053,2015-12-08,2.366,-1.0041841004184149,29.953825698498697,2.2300811780581675
20151209,27.40220312692607,2015-12-09,2.369,0.1267962806424494,29.56590742077787,2.163704293851797
20151210,27.065238691179893,2015-12-10,2.355,-0.5909666525960366,29.61083670442253,2.5455980132426355
20151211,27.04530795506396,2015-12-11,2.344,-0.4670912951167727,29.640041587501837,2.594733632437876
20151214,27.13781587687549,2015-12-14,2.415,3.0290102389078477,30.67575523305428,3.5379393561787893
20151215,26.63413347322599,2015-12-15,2.382,-1.3664596273291862,30.888224838,4.254091364774009
20151216,19.44930149601852,2015-12-16,2.372,-0.4198152812762479,27.460543735239945,8.011242239221424
20151217,18.6546791625486,2015-12-17,2.401,1.2225969645868418,26.77915535776168,8.12447619521308
20151218,16.273633155923843,2015-12-18,2.422,0.8746355685131268,26.15760193991399,9.883968783990149
20151221,19.08396289194903,2015-12-21,2.499,3.1791907514450823,27.406711073479755,8.322748181530724
20151222,22.25999883276748,2015-12-22,2.49,-0.36014405762304635,27.398093776839602,5.138094944072122
20151223,23.135299692334574,2015-12-23,2.499,0.3614457831325302,27.350737818749074,4.215438126414501
20151224,25.429533757511603,2015-12-24,2.478,-0.8403361344537785,27.183866798956757,1.754333041445154
20151225,23.891880158134363,2015-12-25,2.486,0.32284100080710587,27.035757039703224,3.143876881568861
20151228,24.542142758250588,2015-12-28,2.412,-2.97666934835078,28.310454067272552,3.768311309021964
20151229,23.83943317523688,2015-12-29,2.432,0.8291873963515828,28.407197762798056,4.567764587561175
20151230,23.99354623770595,2015-12-30,2.424,-0.3289473684210509,28.388648001816733,4.395101764110784
20151231,24.500634074562317,2015-12-31,2.416,-0.330033003300334,28.1447957567701,3.644161682207784
20160104,24.65804449568957,2016-01-04,2.278,-5.711920529801318,32.42300262653132,7.764958130841752
20160105,27.678572340662868,2016-01-05,2.286,0.3511852502194879,32.421691591757636,4.743119251094768
20160106,27.23015465204529,2016-01-06,2.317,1.3560804899387602,32.64043381986964,5.410279167824353
20160107,29.200096359526235,2016-01-07,2.177,-6.042296072507558,36.82571553428397,7.6256191747577375
20160108,30.76205868325545,2016-01-08,2.219,1.9292604501607524,37.21906443877648,6.457005755521028
20160111,31.3669493103868,2016-01-11,2.125,-4.236142406489407,36.14534875415855,4.778399443771747
20160112,30.871965349583807,2016-01-12,2.131,0.2823529411764669,36.12924664324356,5.257281293659755
20160113,29.20627782944462,2016-01-13,2.112,-0.8916001877052881,36.19678451801494,6.990506688570317
20160114,33.19507811713267,2016-01-14,2.131,0.8996212121211933,33.097642250779,-0.09743586635366341
20160115,29.66826299144897,2016-01-15,2.07,-2.86250586579071,34.07275522339161,4.4044922319426405
20160118,32.58959462118301,2016-01-18,2.07,0.0,33.31870849045595,0.7291138692729362
20160119,33.083143824294154,2016-01-19,2.13,2.898550724637694,34.29954421962602,1.216400395331867
20160120,30.532150899004083,2016-01-20,2.091,-1.8309859154929442,34.571834249800574,4.039683350796491
20160121,27.889384529526406,2016-01-21,2.043,-2.295552367288378,35.174416702898036,7.285032173371629
20160122,29.1898447863302,2016-01-22,2.067,1.1747430249632984,35.291441272791154,6.101596486460952
20160125,29.94878676244004,2016-01-25,2.065,-0.09675858732464127,35.267766170837135,5.3189794083970945
20160126,44.05837885217285,2016-01-26,1.958,-5.181598062953996,37.21837952342424,-6.839999328748611
20160127,33.79717093575385,2016-01-27,1.957,-0.05107252298263143,37.01744110909762,3.2202701733437706
20160128,32.312433428149525,2016-01-28,1.915,-2.146142054164535,37.49304459543922,5.1806111672896975
20160129,34.39136952731336,2016-01-29,1.975,3.1331592689294974,38.37061300486206,3.9792434775486996
20160201,32.03229964331496,2016-02-01,1.942,-1.6708860759493738,38.5813287171092,6.5490290737942445
20160202,31.24792552417302,2016-02-02,1.975,1.6992790937178315,37.82540535687377,6.577479832700753
20160203,30.824939581586086,2016-02-03,1.953,-1.1139240506329084,37.94272360807159,7.117784026485502
20160204,30.60067610425404,2016-02-04,1.978,1.2800819252432039,38.10136491318958,7.500688808935539
20160205,31.345263813054885,2016-02-05,1.968,-0.5055611729019249,38.05403298591953,6.708769172864642
20160215,33.1422993939345,2016-02-15,1.949,-0.9654471544715437,38.14095333973251,4.9986539457980115
20160216,32.65906712177416,2016-02-16,2.001,2.66803488968701,37.95780709905488,5.298739977280725
20160217,32.424267671650775,2016-02-17,2.013,0.599700149925031,37.92323599089977,5.498968319248995
20160218,30.35239614353413,2016-02-18,2.011,-0.09935419771484044,37.9128625548741,7.5604664113399735
20160219,28.99546808419558,2016-02-19,2.006,-0.24863252113378476,37.90789255396768,8.912424469772098
20160222,28.007498878366267,2016-02-22,2.054,2.3928215353938187,34.954324310090556,6.946825431724289
20160223,28.937538404169484,2016-02-23,2.03,-1.1684518013631906,35.096158995424055,6.1586205912545715
20160224,29.03891006488077,2016-02-24,2.039,0.4433497536945996,34.90846908564386,5.869559020763088
20160225,28.04564711785312,2016-02-25,1.936,-5.051495831289854,33.625397549306996,5.579750431453874
20160226,28.239696153450343,2016-02-26,1.956,1.0330578512396604,33.308087027996194,5.068390874545852
20160229,27.67431987205948,2016-02-29,1.937,-0.971370143149275,31.199646171072523,3.5253262990130416
20160301,27.188508360342663,2016-03-01,1.971,1.7552916881775849,31.582091872098573,4.39358351175591
20160302,28.6495683437486,2016-03-02,2.049,3.957382039573809,33.41191255700692,4.76234421325832
20160303,29.157878413350268,2016-03-03,2.053,0.19521717911177294,33.31945725984822,4.161578846497953
20160304,28.9469444880926,2016-03-04,2.122,3.360935216755956,33.689787735858566,4.742843247765965
20160307,29.990686245710474,2016-03-07,2.111,-0.5183788878416418,33.721677465068154,3.73099121935768
20160308,29.513370833253603,2016-03-08,2.115,0.1894836570345726,32.71430869026533,3.2009378570117235
20160309,29.47998886614011,2016-03-09,2.107,-0.378250591016549,32.31950658312927,2.839517716989157
20160310,29.56611702348883,2016-03-10,2.059,-2.2781205505458035,32.309637669769415,2.7435206462805866
20160311,29.470140168813707,2016-03-11,2.066,0.3399708596405926,32.15271619066454,2.682576021850835
20160314,29.03548850800361,2016-03-14,2.076,0.4840271055179146,32.180685489197735,3.1451969811941254
20160315,28.55016646897568,2016-03-15,2.098,1.0597302504816941,28.806059714873896,0.2558932458982177
20160316,25.83860899684637,2016-03-16,2.135,1.7635843660629202,29.23439836230297,3.395789365456597
20160317,26.536110066452306,2016-03-17,2.132,-0.140515222482418,28.600010456197182,2.0639003897448767
20160318,26.45993669714079,2016-03-18,2.14,0.37523452157599557,27.213112825037427,0.7531761278966371
20160321,26.13790494757001,2016-03-21,2.192,2.4299065420560817,27.666842859690735,1.5289379121207247
20160322,29.291096911851767,2016-03-22,2.169,-1.049270072992703,27.40732638920975,-1.883770522642017
20160323,30.27160637569536,2016-03-23,2.171,0.09220839096357736,27.226879082608026,-3.044727293087334
20160324,31.22414228204425,2016-03-24,2.14,-1.4279134039612895,27.285629188457104,-3.9385130935871473
20160325,28.51338570306792,2016-03-25,2.145,0.2336448598130758,27.256146880616694,-1.257238822451228
20160328,27.47593735602696,2016-03-28,2.121,-1.118881118881121,27.30304006477379,-0.17289729125317166
20160329,27.548980544958248,2016-03-29,2.104,-0.8015087223007922,26.337198887758344,-1.2117816571999036
20160330,26.76516814153034,2016-03-30,2.158,2.5665399239543696,27.26660852663551,0.5014403851051696
20160331,27.03364766630626,2016-03-31,2.156,-0.0926784059314123,27.266420461574555,0.2327727952682963
20160401,26.492346328461498,2016-04-01,2.165,0.4174397031539767,27.28291016348885,0.7905638350273527
20160405,25.821871320179607,2016-04-05,2.175,0.4618937644341736,26.46241097451313,0.6405396543335229
20160406,25.97341372681294,2016-04-06,2.165,-0.45977011494251485,26.28741269421386,0.31399896740092004
20160407,24.88738375145386,2016-04-07,2.139,-1.2009237875288847,26.47627877309667,1.5888950216428093
20160408,23.80710566824498,2016-04-08,2.124,-0.7012622720897421,22.378261925280768,-1.4288437429642116
20160411,23.467837338993007,2016-04-11,2.144,0.9416195856873921,22.34596424765797,-1.1218730913350363
20160412,22.77984651835185,2016-04-12,2.142,-0.093283582089565,22.17799028611685,-0.6018562322350007
20160413,22.60193889890621,2016-04-13,2.168,1.2138188608777023,21.886107732134334,-0.7158311667718742
20160414,22.061090064384263,2016-04-14,2.174,0.2767527675276549,18.823588062857016,-3.237502001527247
20160415,22.081997341583797,2016-04-15,2.178,0.18399264029438367,18.822683547183974,-3.259313794399823
20160418,22.335851188626336,2016-04-18,2.154,-1.1019283746556474,16.54207667768944,-5.793774510936895
20160419,21.71468946584125,2016-04-19,2.161,0.32497678737233304,16.502589091967483,-5.212100373873767
20160420,20.04878242312872,2016-04-20,2.148,-0.6015733456732897,16.581415446512853,-3.4673669766158675
20160421,20.30761404808472,2016-04-21,2.146,-0.09310986964619072,16.548960865130606,-3.758653182954113
20160422,20.15278024309205,2016-04-22,2.156,0.4659832246039164,15.299887669455927,-4.852892573636122
20160425,21.45375522982784,2016-04-25,2.145,-0.5102040816326592,15.33767866575801,-6.1160765640698305
20160426,21.86844487927847,2016-04-26,2.152,0.3263403263403353,15.304316809704618,-6.564128069573853
20160427,21.88944337298533,2016-04-27,2.144,-0.371747211895912,15.04471519497589,-6.84472817800944
20160428,21.005042637949064,2016-04-28,2.142,-0.093283582089565,14.196169602454942,-6.808873035494122
20160429,20.27649207759015,2016-04-29,2.135,-0.326797385620925,14.22067675638754,-6.0558153212026085
